AutoId,Department,Category,Product_Name,Size,Barcode,Case_QTY,Standard_Price,Vendor,Vendor Code,Tax_Code,Inventory,Description_One,other_upc,other_vc,
10596,Beer,Craft,Wet Hot Zero Gravity - 4 Pack,4 Pack,850113006655,4,13.99,Atlantic,0,No,,Wet Hot Zero Gravity,,,
10597,Beer,Craft,Weyerbacher Imperial Pump - 4 Pack,4 Pack,605881304225,4,12.99,,0,No,,Weyerbacher Imperial Pump,,,
10598,Beer,Craft,weyerbacher merry - 6 Pack,6 Pack,605881200404,6,13.99,,0,No,,weyerbacher merry,,,
10599,Beer,Craft,Weyerbacher Pumpkin Ale - 4 Pack,4 Pack,605881304188,4,13.99,Atlantic,0,No,,Weyerbacher Pumpkin Ale,,,
10600,Beer,Craft,Weyerbacher Sunday Mornin - 4 Pack,4 Pack,605881313838,4,17.99,,0,No,,Weyerbacher Sunday Mornin,,,
10601,Beer,Craft,Whalers - 6 Pack,6 Pack,867942000167,6,11.99,Atlas,0,No,,Whalers,,,
10602,Beer,Craft,Whalers Cuc Lime - 6 Pack,6 Pack,9150033,6,11.99,Atlas,0,No,,Whalers Cuc Lime,,,
10603,Liquor,Bourbon,Wheat Penny Bourbon - 750ML,750ML,853971004849,6,32.99,Baystate,803241,No,,Wheat Penny Bourbon,,,
10604,Liquor,Vodka,Wheatley Vodka - 1.75L,1.75L,88004022679,6,25.99,Horizon Coastal,0,No,90,Wheatley Vodka,,,
10605,Liquor,Vodka,Wheatley Vodka - 750ML,750ML,88004019761,12,17.99,Horizon Coastal,0,No,12,Wheatley Vodka,,,
10606,Liquor,Other Catogory,WHEATLEY VODKA 12/10          -50ML,50ML,88004046156,120,1.25,Horizon Coastal,0,No,130,WHEATLEYVODKA12/10,88004046156,44569,
10607,Liquor,Flavor Whiskey,Whicked Pickle - 50ML,50ML,85592163982,120,1.25,Horizon Coastal,24816,No,,Whicked Pickle,,,
10608,Liquor,Flavor Whiskey,Whicked Pickle - 750ML,750ML,85592163951,12,21.99,Horizon Coastal,24812,No,,Whicked Pickle,,,
10609,Wine,Rose,Whispering Angel Rose - 750ML,750ML,81753833916,12,26.99,Carolina,726503-21,No,96,Whispering Angel Rose,,,
10610,Liquor,Rye Whiskey,Whistlepig 10yr Rye - 750ML,750ML,793573797940,6,79.99,Horizon Premium,0,No,6,Whistlepig 10yr Rye,,,
10611,Liquor,Rye Whiskey,Whistlepig Boss Hog VII - 750ML,750ML,850001901659,3,599.99,Horizon Premium,29670,No,,Whistlepig Boss Hog VII,,,
10612,Beer,Craft,Whistlepig Citrus Mint - 4 Pack,4 Pack,810080550162,4,14.99,Atlas,0,No,,Whistlepig Citrus Mint,,,
10613,Beer,Craft,Whistlepig Ginger Lime - 4 Pack,4 Pack,810080550179,4,14.99,Atlas,0,No,,Whistlepig Ginger Lime,,,
10614,Beer,Craft,Whistlepig Lemon Fizz - 4 Pack,4 Pack,810080550186,4,14.99,Atlas,0,No,,Whistlepig Lemon Fizz,,,
10615,Liquor,Rye Whiskey,Whistlepig PBR KFC - 750ML,750ML,810080550575,6,49.99,Horizon Premium,29750,No,,Whistlepig PBR KFC,,,
10616,Liquor,Rye Whiskey,Whistlepig Pigg Bank - 1L,1L,850001901468,6,499.99,Horizon Premium,29747,No,,Whistlepig Pigg Bank,,,
10617,Liquor,Rye Whiskey,Whistlepig Piggyback 100 - 750ML,750ML,810080550032,6,44.99,Horizon Premium,0,No,6,Whistlepig Piggyback 100,,,
10618,Liquor,Rye Whiskey,Whistlepig Piggyback Rye - 750ML,750ML,850001901116,6,44.99,Horizon Premium,0,No,6,Whistlepig Piggyback Rye,,,
10619,Liquor,Other Catogory,WHISTLEPIG PIGLET 12/3 PK     -50ML,50ML,810080550087,120,3,Horizon Premium,0,No,120,WHISTLEPIGPIGLET12/3PK,810080550087,29736,
10620,Liquor,Other Catogory,WHISTLEPIG PIT VIPER 6/CS     -750M,750ML,810080550650,6,75.99,Horizon Premium,0,No,6,WHISTLEPIGPITVIPER6/CS,810080550650,29775,
10621,Liquor,Rye Whiskey,Whistlepig Rye 15 YR - 750ML,750ML,851460002369,6,219.99,Horizon Premium,0,No,1,Whistlepig Rye 15 YR,,,
10622,Liquor,Rye Whiskey,Whistlepig Rye Farmstock - 750ML,750ML,850001901161,6,69.99,Horizon Premium,29724,No,,Whistlepig Rye Farmstock,,,
10623,Liquor,Rye Whiskey,Whistlepig Rye Old World - 750ML,750ML,851460002253,6,109.99,Horizon Premium,0,No,1,Whistlepig Rye Old World,,,
10624,Liquor,Rye Whiskey,Whistlepig Smokestock - 750ML,750ML,810080550360,6,69.99,Horizon Premium,29741,No,,Whistlepig Smokestock,,,
10625,Liquor,Rye Whiskey,Whistlepig18 YR - 750ML,750ML,850001901154,3,399.99,Horizon Premium,0,No,1,Whistlepig18 YR,,,
10626,Beer,Craft,White Birch Berliner - 6 Pack,6 Pack,721405584796,6,11.99,Atlantic,0,No,,White Birch Berliner,,,
10627,Beer,Craft,White Birch Blueberry - 6 Pack,6 Pack,721405584819,6,11.99,Atlantic,0,No,,White Birch Blueberry,,,
10628,Beer,Craft,White Birch Cherry Berl - 4 Pack,4 Pack,721405584505,4,11.99,Atlantic,0,No,,White Birch Cherry Berl,,,
10629,Beer,Craft,White Birch Double IPA - 6 Pack,6 Pack,721405584710,6,13.5,Atlantic,0,No,,White Birch Double IPA,,,
10630,Beer,Craft,White Birch Hop Session - 6 Pack,6 Pack,721405584789,6,11.99,Atlantic,0,No,,White Birch Hop Session,,,
10631,Beer,Craft,White Birch Raspberry - 6 Pack,6 Pack,721405584390,6,11.99,Atlantic,0,No,,White Birch Raspberry,,,
10632,Beer,Craft,White Birch The BOM - 4 Pack,4 Pack,721405584611,4,11.99,Atlantic,0,No,,White Birch The BOM,,,
10633,Beer,Craft,White Birch Watermelon Wh - 6 Pack,6 Pack,721405584482,6,11.99,Atlantic,0,No,,White Birch Watermelon Wh,,,
10634,Liquor,Rum,White Christmas Rum & Bra - 750ML,750ML,83840303456,6,14.99,Burke Distributi,0,No,,White Christmas Rum & Bra,,,
10635,Beer,Craft,White Claw 70 - 12 Pack,12 Pack,635985100140,12,17.59,Atlas,0,No,,White Claw 70,,,
10636,Liquor,Other Catogory,WHITE CLAW BL CHERRY VOD 12/10-50ML,50ML,810113770048,120,1.25,Horizon Coastal,0,No,240,WHITECLAWBLCHERRYVOD12/10,810113770048,392616,
10637,Beer,Beer,White Claw Black Cherry - 12 Pack,12 Pack,635985260899,12,17.99,Atlas,0,No,,White Claw Black Cherry,,,
10638,Beer,Beer,White Claw Black Cherry - 6 Pack,6 Pack,635985200253,6,10.99,Atlas,0,No,,White Claw Black Cherry,,,
10639,Beer,Beer,White Claw Black Cherry - Single,Single,635985801986,1,3.5,Atlas,0,No,,White Claw Black Cherry,,,
10640,Liquor,Vodka,White Claw Black Cherry V - 750ML,750ML,810113770000,12,18.99,Horizon Coastal,0,No,12,White Claw Black Cherry V,,,
10641,Beer,Other Catogory,White claw blackberry,,635985801610,,10.99,Atlas,0,No,,,,,No
10642,Beer,Beer,White Claw Blk Cherry - Single,Single,635985260387,1,3.5,Atlas,0,No,,White Claw Blk Cherry,,,
10643,Beer,Beer,White Claw Bring Surf - 12 Pack,12 Pack,635985801085,12,17.99,Atlas,0,No,,White Claw Bring Surf,,,
10644,Beer,Craft,White Claw Clementine 70 - 6 Pack,6 Pack,635985000198,6,10.99,Atlas,0,No,,White Claw Clementine 70,,,
10645,Beer,Craft,White Claw Iced Tea - 12 Pack,12 Pack,635985800293,12,17.99,Atlas,0,No,,White Claw Iced Tea,,,
10646,Beer,Other Catogory,White Claw Mango,,635985802136,,3.5,Atlas,0,No,,,,,No
10647,Beer,Craft,White Claw Mango - 12 Pack,12 Pack,635985100331,12,17.59,Atlas,0,No,,White Claw Mango,,,
10648,Beer,Beer,White Claw Mango - 6 Pack,6 Pack,635985260875,6,10.99,Atlas,0,No,,White Claw Mango,,,
10649,Beer,Craft,White Claw Mango - Single,Single,635985260394,1,3.5,Atlas,0,No,,White Claw Mango,,,
10650,Liquor,Vodka,White Claw Mango Vodka - 750ML,750ML,810113770017,12,18.99,Horizon Coastal,0,No,12,White Claw Mango Vodka,,,
10651,Liquor,Other Catogory,WHITE CLAW MANGO VODKA 12/10  -50ML,50ML,810113770055,120,1.5,Horizon Coastal,0,No,240,WHITECLAWMANGOVODKA12/10,810113770055,392627,
10652,Beer,Beer,White Claw Nat Lime 12oz - 6 Pack,6 Pack,635985025986,6,10.99,Atlas,0,No,,White Claw Nat Lime 12oz,,,
10653,Beer,Beer,White Claw Peach - 6 Pack,6 Pack,635985801573,6,10.99,Atlas,0,No,,White Claw Peach,,,
10654,Beer,Craft,White Claw Pineapple 70 - 6 Pack,6 Pack,635985000211,6,10.99,Atlas,0,No,,White Claw Pineapple 70,,,
10655,Liquor,Other Catogory,WHITE CLAW PINEAPPLE VOD 12/10-50ML,50ML,810113770062,120,1.5,Horizon Coastal,0,No,240,WHITECLAWPINEAPPLEVOD12/10,810113770062,392638,
10656,Liquor,Vodka,White Claw Pineapple Vodk - 750ML,750ML,810113770024,12,18.99,Horizon Coastal,0,No,12,White Claw Pineapple Vodk,,,
10657,Beer,Craft,White Claw Pure - 12 Pack,12 Pack,635985100409,12,17.59,Atlas,0,No,,White Claw Pure,,,
10658,Beer,Beer,White Claw Raspberry - 6 Pack,6 Pack,635985260660,6,10.99,Atlas,0,No,,White Claw Raspberry,,,
10659,Beer,Craft,White Claw Refrshr Pack - 12 Pack,12 Pack,635985801344,12,17.99,Atlas,0,No,,White Claw Refrshr Pack,,,
10660,Beer,Beer,White Claw Ruby - Single,Single,635985260448,1,3.5,Atlas,0,No,,White Claw Ruby,,,
10661,Beer,Beer,White Claw Ruby Grapefrui - 6 Pack,6 Pack,635985200284,6,10.99,Atlas,0,No,,White Claw Ruby Grapefrui,,,
10662,Beer,Beer,White Claw Ruby Grapefrui - Single,Single,635985802143,1,3.5,Atlas,0,No,,White Claw Ruby Grapefrui,,,
10663,Beer,Craft,White Claw Surge - 12 Pack,12 Pack,635985800804,12,18.99,Atlas,0,No,,White Claw Surge,,,
10664,Beer,Craft,White Claw Surge Cranberr - 6 Pack,6 Pack,635985000044,6,10.99,Atlas,0,No,,White Claw Surge Cranberr,,,
10665,Beer,Craft,White Claw Surge Orange - 4 Pack,4 Pack,635985000020,4,7.99,Atlas,0,No,,White Claw Surge Orange,,,
10666,Beer,Beer,White Claw Variety No 1 - 12 Pack,12 Pack,635985548904,12,17.99,Atlas,0,No,,White Claw Variety No 1,,,
10667,Beer,Beer,White Claw Variety No 2 - 12 Pack,12 Pack,635985800064,12,17.99,Atlas,0,No,,White Claw Variety No 2,,,
10668,Beer,Craft,White Claw Variety No 3 - 12 Pack,12 Pack,635985800262,12,17.99,Atlas,0,No,,White Claw Variety No 3,,,
10669,Liquor,Vodka,White Claw Vodka - 750ML,750ML,810113770031,12,18.99,Horizon Coastal,0,No,12,White Claw Vodka,,,
10670,Liquor,Other Catogory,WHITE CLAW VODKA 80 12/10     -50ML,50ML,810113770079,120,1.5,Horizon Coastal,0,No,120,WHITECLAWVODKA8012/10,810113770079,392605,
10671,Beer,Craft,White Claw VS Peach - 4 Pack,4 Pack,635985801931,4,9.99,Atlas,0,No,,White Claw VS Peach,,,
10672,Beer,Craft,White Claw VS Pineapple - 4 Pack,4 Pack,635985801948,4,9.99,Atlas,0,No,,White Claw VS Pineapple,,,
10673,Beer,Craft,White Claw VS Variety - 8 Pack,8 Pack,635985801979,8,17.99,Atlas,0,No,,White Claw VS Variety,,,
10674,Beer,Craft,White Claw VS Watermelon - 4 Pack,4 Pack,635985801962,4,9.99,Atlas,0,No,,White Claw VS Watermelon,,,
10675,Beer,Craft,White Claw VS Wild Cherry - 4 Pack,4 Pack,635985801955,4,9.99,Atlas,0,No,,White Claw VS Wild Cherry,,,
10676,Beer,Craft,White Claw Watermelon - 12 Pack,12 Pack,635985800361,12,17.99,Atlas,0,No,,White Claw Watermelon,,,
10677,Beer,Craft,White Claw Watermelon - 6 Pack,6 Pack,635985800347,6,10.99,Atlas,0,No,,White Claw Watermelon,,,
10678,Beer,Craft,White Elec Coffee Stout - 4 Pack,4 Pack,852310006421,4,15.99,Quality,0,No,,White Elec Coffee Stout,,,
10679,Beer,Craft,White Lion Galaxy - 4 Pack,4 Pack,748252591043,4,11.99,White Lion,0,No,,White Lion Galaxy,,,
10680,Beer,Craft,White Lion Purplicious - 4 Pack,4 Pack,748252594846,4,11.99,White Lion,0,No,,White Lion Purplicious,,,
10681,Beer,Craft,White Lion Roarange - 4 Pack,4 Pack,748252595447,4,11.99,White Lion,0,No,,White Lion Roarange,,,
10682,Beer,Craft,White Lion Summer - 4 Pack,4 Pack,748252594648,4,7.99,White Lion,0,No,,White Lion Summer,,,
10683,Wine,Sauv Blanc,Whitehaven Sauvignon Blan - 750ML,750ML,85000012017,12,21.99,Commonwealth,135220,No,240,Whitehaven Sauvignon Blan,,,
10684,Wine,Other Catogory,WHITEHAVEN SAUVIGNON BLANC 12/CS - 375ML,375ML,85000028698,12,12.99,Commonwealth,135219,No,12,WHITEHAVEN SAUVIGNON BLANC 12/CS,85000028698,,
10685,Wine,Other Catogory,WHITEHAVEN WINDWARD SAUV BLANC 6/CS 2022 - 750ML,750ML,85000036662,6,29.99,Commonwealth,135229,No,6,WHITEHAVEN WINDWARD SAUV BLANC 6/CS 2022,85000036662,,
10686,Beer,Craft,Whiting St American Lager - 6 Pack,6 Pack,603786232049,6,11.49,,0,No,,Whiting St American Lager,,,
10687,Beer,Other Catogory,wicked watermelon,,3434914,,2.99,,0,No,,,,,No
10688,Beer,Craft,Wicked Weed Astronomical - 4 Pack,4 Pack,853340008003,4,13.99,Quality,0,No,,Wicked Weed Astronomical,,,
10689,Beer,Craft,Wicked Weed Bedeviled - 4 Pack,4 Pack,857531005628,4,11.99,Atlantic,0,No,,Wicked Weed Bedeviled,,,
10690,Beer,Craft,Wicked Weed Coolcumber - 4 Pack,4 Pack,862664000327,4,10.99,Atlantic,0,No,,Wicked Weed Coolcumber,,,
10691,Beer,Craft,Wicked Weed Ferme - Single,Single,853340008263,1,4.75,Quality,0,No,,Wicked Weed Ferme,,,
10692,Beer,Craft,Wicked Weed Freak - 4 Pack,4 Pack,867147000429,4,13.99,Atlantic,0,No,,Wicked Weed Freak,,,
10693,Beer,Craft,Wicked Weed Guilty Pleasu - 4 Pack,4 Pack,850009785374,4,16.99,Quality,0,No,,Wicked Weed Guilty Pleasu,,,
10694,Beer,Craft,Wicked Weed Lieutena Dank - 6 Pack,6 Pack,864451000343,6,13.99,Atlantic,0,No,,Wicked Weed Lieutena Dank,,,
10695,Beer,Craft,Wicked Weed Lunatic - 6 Pack,6 Pack,857531005642,6,12.49,Atlantic,0,No,,Wicked Weed Lunatic,,,
10696,Beer,Craft,Wicked Weed Pacificmost - 6 Pack,6 Pack,864451000305,6,12.99,Quality,0,No,,Wicked Weed Pacificmost,,,
10697,Beer,Craft,Wicked Weed Pernicious - 4 Pack,4 Pack,857531005239,4,17.99,Atlantic,0,No,,Wicked Weed Pernicious,,,
10698,Beer,Craft,Wicked Weed Rose - 4 Pack,4 Pack,853340008256,4,16.99,Quality,0,No,,Wicked Weed Rose,,,
10699,Beer,Craft,Wicked Weed Rose - 4 Pack,4 Pack,853340008270,4,16.99,Quality,0,No,,Wicked Weed Rose,,,
10700,Beer,Craft,Wicked Weed Rose - Single,Single,853340008249,1,4.75,Quality,0,No,,Wicked Weed Rose,,,
10701,Beer,Craft,Widomaker Vacant Planet - 4 Pack,4 Pack,680270851948,4,19.99,Homegrown,0,No,,Widomaker Vacant Planet,,,
10702,Liquor,Other Catogory,WIDOW J. LUCKY 13 SM B - 750ML,750ML,856282005918,6,99.99,MSWalker,352237,No,6,WIDOW J. LUCKY 13 SM B,856282005918,,
10703,Liquor,Bourbon,Widow Jane Bourbon - 750ML,750ML,856282005314,6,63.99,MSWalker,43110,No,6,Widow Jane Bourbon,,,
10704,Liquor,Rye Whiskey,Widow Jane Oak Rye - 750ML,750ML,40232107191,6,42.99,MSWalker,352235,No,,Widow Jane Oak Rye,,,
10705,Beer,Craft,Widowmaker Blue Comet - 4 Pack,4 Pack,680270851481,4,16.99,Nightshift,0,No,,Widowmaker Blue Comet,,,
10706,Beer,Craft,Widowmaker Deadly Gardens - 4 Pack,4 Pack,680270852778,4,14.99,Homegrown,0,No,,Widowmaker Deadly Gardens,,,
10707,Beer,Other Catogory,Widowmaker Devils Stairca,,680270853096,,16.99,Homegrown,0,No,,,,,No
10708,Beer,Craft,Widowmaker Ecstasy Of Gol - 4 Pack,4 Pack,680270851054,4,16.99,,0,No,,Widowmaker Ecstasy Of Gol,,,
10709,Beer,Craft,Widowmaker Quarry Juice - 4 Pack,4 Pack,680270851269,4,19.99,Homegrown,0,No,,Widowmaker Quarry Juice,,,
10710,Beer,Craft,WIdowmaker Return of the - 4 Pack,4 Pack,680270853164,4,14.99,Homegrown,0,No,,WIdowmaker Return of the,,,
10711,Liquor,Cream Liquor,Wild Arbor Cream Liqueur - 750ML,750ML,698929000135,6,29.99,Horizon Coastal,15893,No,,Wild Arbor Cream Liqueur,,,
10712,Beer,Craft,Wild Basin - Single,Single,819942003112,1,1.75,Craft Brewers,0,No,,Wild Basin,,,
10713,Beer,Craft,Wild Basin - Single,Single,819942009022,1,2.25,Atlas,0,No,,Wild Basin,,,
10714,Beer,Craft,Wild Basin Black Raspberr - 6 Pack,6 Pack,819942009015,6,10.99,Craft Brewers,0,No,,Wild Basin Black Raspberr,,,
10715,Beer,Craft,Wild Basin Lime - Single,Single,819942003174,1,2.25,Craft Brewers,0,No,,Wild Basin Lime,,,
10716,Beer,Craft,Wild Basin Variety - 12 Pack,12 Pack,819942003105,12,16.99,Craft Brewers,0,No,,Wild Basin Variety,,,
10717,Wine,Rose,Wild Irish Rose - 1.5L,1.5L,8295217,6,8.99,Commonwealth,252012,No,,Wild Irish Rose,,,
10718,Wine,Rose,Wild Irish Rose - 750ML,750ML,8280011,12,6.99,Commonwealth,0,No,,Wild Irish Rose,,,
10719,Beer,Craft,Wild Ohio Blueberry - 6 Pack,6 Pack,861933000372,6,8.99,Homegrown,0,No,,Wild Ohio Blueberry,,,
10720,Beer,Craft,Wild Ohio High - 12 Pack,12 Pack,861933000327,12,16.99,Homegrown,0,No,,Wild Ohio High,,,
10721,Beer,Craft,Wild Ohio Variety - 12 Pack,12 Pack,861820000348,12,16.59,Homegrown,0,No,,Wild Ohio Variety,,,
10722,Liquor,Bourbon,Wild Turkey 101 - 1.75L,1.75L,721059891752,6,41.99,Horizon Premium,0,No,6,Wild Turkey 101,,,
10723,Liquor,Bourbon,Wild Turkey 101 - 750ML,750ML,721059897501,12,33.99,Horizon Premium,0,No,12,Wild Turkey 101,,,
10724,Liquor,Flavor Whiskey,Wild Turkey Am Honey - 750ML,750ML,721059817509,12,26.99,Horizon Premium,0,No,12,Wild Turkey Am Honey,,,
10725,Liquor,Other Catogory,WILD TURKEY AMERIC HONEY 10/12-50ML,50ML,721059003124,120,2.5,Horizon Premium,0,No,120,WILDTURKEYAMERICHONEY10/12,721059003124,340713,
10726,Liquor,Other Catogory,WILD TURKEY AMERIC HONEY 6/CS -1.75,1.75L,721059811750,6,33.99,Horizon Premium,0,No,6,WILDTURKEYAMERICHONEY6/CS,721059811750,340700,
10727,Liquor,Bourbon,Wild Turkey Bourbon - 1.75L,1.75L,721059841757,6,35.99,Horizon Premium,0,No,6,Wild Turkey Bourbon,,,
10728,Liquor,Bourbon,Wild Turkey Bourbon - 750ML,750ML,721059847506,12,24.99,Horizon Premium,0,No,12,Wild Turkey Bourbon,,,
10729,Liquor,Bourbon,Wild Turkey Longbranch - 750ML,750ML,721059002844,12,38.99,Horizon Premium,0,No,6,Wild Turkey Longbranch,,,
10730,Liquor,Bourbon,Wild Turkey Rare Breed - 750ML,750ML,721059000222,6,61.99,Horizon Premium,0,No,6,Wild Turkey Rare Breed,,,
10731,Liquor,Other Catogory,WILDERNES TRAIL HI RYE BOUR 6C-750M,750ML,852989005114,6,52.99,Horizon Premium,0,No,6,WILDERNESTRAILHIRYEBOUR6C,852989005114,340300,
10732,Liquor,Other Catogory,WILDERNESS TRAIL RYE 6/CS     -750M,750ML,852989005312,6,52.99,Horizon Premium,0,No,6,WILDERNESSTRAILRYE6/CS,852989005312,340304,
10733,Liquor,Other Catogory,WILDERNESS TRAIL WHEAT BOUR 6C-750M,750ML,852989005107,6,52.99,Horizon Premium,0,No,6,WILDERNESSTRAILWHEATBOUR6C,852989005107,340308,
10734,Tobacco,Other Catogory,Wildhorse Gold - Box,Box,708926562120,1,5,AG,14931,Yes,,Wildhorse Gold,,,
10735,Tobacco,Other Catogory,Wildhorse Gold 100 - Box,Box,708926562328,1,5,AG,14936,Yes,,Wildhorse Gold 100,,,
10736,Tobacco,Other Catogory,Wildhorse Red - Box,Box,708926561123,1,5,AG,14930,Yes,,Wildhorse Red,,,
10737,Tobacco,Other Catogory,Wildhorse Red 100 - Box,Box,708926561321,1,5,AG,14935,Yes,,Wildhorse Red 100,,,
10738,Wine,Pinot Grigio,Wilhelm Watch Pinot Grigo - 750ML,750ML,670815206005,12,15.99,Baystate,203140,No,,Wilhelm Watch Pinot Grigo,,,
10739,Liquor,Bourbon,Willett Pot Still Whiskey - 1.75L,1.75L,680203119350,3,79.99,Atlantic,140080,No,,Willett Pot Still Whiskey,,,
10740,Liquor,Bourbon,Willett Pot Still Whiskey - 750ML,750ML,680203019353,6,44.99,Atlantic,140063,No,,Willett Pot Still Whiskey,,,
10741,Wine,Other Catogory,WILLIAM HILL CALIFORNIA CAB SAUV - 750ML,750ML,85000021606,12,17.99,Commonwealth,135091,No,60,WILLIAM HILL CALIFORNIA CAB SAUV,85000021606,,
10742,Wine,Other Catogory,WILLIAM HILL CALIFORNIA CHARDONNAY - 750ML,750ML,85000021590,12,15.99,Commonwealth,135090,No,84,WILLIAM HILL CALIFORNIA CHARDONNAY,85000021590,,
10743,Wine,Other Catogory,WILLIAM HILL CALIFORNIA MERLOT - 750ML,750ML,85000021583,12,15.99,Commonwealth,135092,No,24,WILLIAM HILL CALIFORNIA MERLOT,85000021583,,
10744,Wine,Other Catogory,WILLIAM HILL CALIFORNIA PINOT NOIR 2021 - 750ML,750ML,85000023501,12,17.99,Commonwealth,135095,No,24,WILLIAM HILL CALIFORNIA PINOT NOIR 2021,85000023501,,
10745,Wine,Other Catogory,WILLIAM HILL NAPA CHARDONNAY 12/CS - 375ML,375ML,85000027608,12,17.99,Commonwealth,135079,No,12,WILLIAM HILL NAPA CHARDONNAY 12/CS,85000027608,,
10746,Wine,Other Catogory,WILLIAM HILL NAPA CHARDONNAY 2021 - 750ML,750ML,15904207905,12,27.99,Commonwealth,135081,No,12,WILLIAM HILL NAPA CHARDONNAY 2021,15904207905,,
10747,Wine,Sauv Blanc,William Hill Sauv Blanc - 750ML,750ML,85000022641,12,18.99,Commonwealth,135088,No,24,William Hill Sauv Blanc,,,
10748,Liquor,Bourbon,William Larue 7 YR - 750ML,750ML,88004025953,12,699.99,Horizon Coastal,44722,No,,William Larue 7 YR,,,
10749,Beer,Craft,Willie Seltzer 2 - 12 Pack,12 Pack,860007627149,12,19.99,Atlas,0,No,,Willie Seltzer 2,,,
10750,Beer,Craft,Willie Seltzers - 12 Pack,12 Pack,860000897594,12,19.99,Atlas,0,No,,Willie Seltzers,,,
10751,Beer,Craft,Willie Seltzers - 12 Pack,12 Pack,860438001624,12,19.99,Atlas,0,No,,Willie Seltzers,,,
10752,Beer,Craft,Willies Ginger & Lemon - 6 Pack,6 Pack,860438001600,6,11.99,,0,No,,Willies Ginger & Lemon,,,
10753,Beer,Craft,Willies pomeg and acai - 6 Pack,6 Pack,860438001617,6,11.99,,0,No,,Willies pomeg and acai,,,
10754,Beer,Other Catogory,Willies Superbreqw,,60000897594,,16.99,Homegrown,0,No,,,,,No
10755,Beer,Craft,Willies Superbreqw - 12 Pack,12 Pack,60000897594,12,16.99,Homegrown,0,No,,Willies Superbreqw,,,
10756,Liquor,Canadian Whiskey,Windsor Canadian Whiskey - 1.75L,1.75L,80686500124,6,15.99,United,331401,No,,Windsor Canadian Whiskey,,,
10757,General,Non Food,wine bag - ,,822372105387,,1.99,,0,Yes,,wine bag,,,No
10758,General,Non Food,wine bag - ,,822372105561,,1.99,,0,Yes,,wine bag,,,No
10759,General,Non Food,wine gift bag - ,,822372106650,,1.99,,0,Yes,,wine gift bag,,,No
10760,General,Non Food,Wine Saver - ,,84256085448,,11.99,TRUE,0,Yes,,Wine Saver,,,No
10761,General,Non Food,Winged Corkscrew - ,,876718010477,,6.99,TRUE,0,Yes,,Winged Corkscrew,,,No
10762,General,Non Food,Winged Corkscrew Black - ,,842094176373,,6.99,TRUE,0,Yes,,Winged Corkscrew Black,,,No
10763,Tobacco,Other Catogory,Winston Gold - Box,Box,9055934,1,11.5,AG,14962,Yes,,Winston Gold,,,
10764,Tobacco,Other Catogory,Winston Red - Box,Box,9055730,1,11.5,AG,14960,Yes,,Winston Red,,,
10765,Tobacco,Other Catogory,Winston Red 100 - Box,Box,9055837,1,11.52,AG,14961,Yes,,Winston Red 100,,,
10766,Tobacco,Other Catogory,Winston White 100 - Box,Box,9056739,1,11.5,AG,14965,Yes,,Winston White 100,,,
10767,Beer,Craft,Winter Hill Darlins IPA - 4 Pack,4 Pack,669799581932,4,15.99,,0,No,,Winter Hill Darlins IPA,,,
10768,Beer,Craft,Winter Hill Mosaica - 4 Pack,4 Pack,669799581956,4,15.99,,0,No,,Winter Hill Mosaica,,,
10769,Wine,Other Catogory,WOLFFER 22 SIAB PROVEN RO - 750ML,750ML,644996140090,12,25.99,MSWalker,417894,No,12,WOLFFER 22 SIAB PROVEN RO,644996140090,,
10770,Wine,Other Catogory,WOLFFER 22 SUMMER BT ROSE - 750ML,750ML,644996139063,12,25.99,MSWalker,417891,No,12,WOLFFER 22 SUMMER BT ROSE,644996139063,,
10771,Beer,Craft,Wolffer Dry Rose Cider - 4 Pack,4 Pack,644996138608,4,13.99,Craft Brewers,0,No,,Wolffer Dry Rose Cider,,,
10772,Beer,Craft,Wolffer Dry White Cider 1 - 4 Pack,4 Pack,644996138615,4,14.99,Craft Brewers,0,No,,Wolffer Dry White Cider 1,,,
10773,Wine,Other Catogory,WOLFFER SPRING BTL N/A 6P - 750ML,750ML,644996140106,6,21.99,MSWalker,417884,No,6,WOLFFER SPRING BTL N/A 6P,644996140106,,
10774,Beer,Craft,Wondering Soul Melody - 4 Pack,4 Pack,694536533653,4,14.99,Coastal Craft,0,No,,Wondering Soul Melody,,,
10775,General,Non Food,Wood Ice Pick - ,,876718031489,,5.99,TRUE,0,Yes,,Wood Ice Pick,,,No
10776,Wine,Other Catogory,WOODBRIDGE BUTTERY CHARDONNAY -1.5L,1.5L,86003820913,6,12.99,Horizon Signature,0,No,30,WOODBRIDGEBUTTERYCHARDONNAY,86003820913,26688,
10777,Wine,Cabernet,Woodbridge Cabernet Sauv - 1.5L,1.5L,86003813854,6,11.99,Horizon Signature,0,No,48,Woodbridge Cabernet Sauv,,,
10778,Wine,Chardonnay,Woodbridge Chardonnay - 1.5L,1.5L,86003873889,6,11.99,Horizon Signature,0,No,120,Woodbridge Chardonnay,,,
10779,Wine,Chardonnay,Woodbridge Chardonnay - 750ML,750ML,86003000087,12,7.99,Horizon Signatur,26640,No,,Woodbridge Chardonnay,,,
10780,Wine,Chardonnay,Woodbridge Light Oak Ch - 750ML,750ML,86003903913,12,7.99,Horizon Signatur,26684,No,,Woodbridge Light Oak Ch,,,
